tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round
2017-540,Wimbledon,Grass,128,G,20170703,219,201594,2,,Simona Halep,R,168,ROU,25.7659137577,2,6920,201458,,,Victoria Azarenka,R,180,BLR,27.923340178,683,30,7-6(3) 6-2,3,R16
1994-W-WT-USA-05A-1994,Key Biscayne,Hard,96,W,19940311,093,200414,1,,Steffi Graf,R,,GER,24.7282683094,1,429,200128,7,,Lindsay Davenport,R,189,USA,17.7440109514,13,87,6-0 7-6,3,SF
1994-W-WT-USA-14A-1994,Oakland,Carpet,28,W,19941031,013,200017,1,,Arantxa Sanchez Vicario,R,,ESP,22.8692676249,2,312,200748,,WC,Venus Williams,R,185,USA,14.3709787817,,,2-6 6-3 6-0,3,R16
1994-W-WT-FRA-02A-1994,Strasbourg,Clay,28,W,19940516,027,200597,3,,Mary Joe Fernandez,R,,USA,22.7405886379,10,105,200572,1,,Gabriela Sabatini,R,,ARG,24.0,8,112,2-6 6-4 6-0,3,F
1995-W-SL-GBR-01A-1995,Wimbledon,Grass,128,G,19950626,001,200414,1,,Steffi Graf,R,,GER,26.0314852841,1,316,200001,,,Martina Hingis,R,170,SUI,14.7351129363,18,61,6-3 6-1,3,R128
1998-W-WT-GER-04A-1998,Filderstadt,Hard,28,W,19981005,020,200128,2,,Lindsay Davenport,R,189,USA,22.3244353183,2,5470,200096,,,Mary Pierce,R,178,FRA,23.7207392197,11,1948,6-1 6-3,3,R16
1998-W-WT-SUI-01A-1998,Zurich,Hard,28,W,19981012,024,200748,2,,Venus Williams,R,185,USA,18.3189596167,5,3063,200096,7,,Mary Pierce,R,178,FRA,23.7399041752,11,2017,6-4 6-1,3,QF
1998-D085,Fed Cup WG1 SF: ESP vs USA,Clay,4,D,19980725,2,200652,,,Monica Seles,L,,USA,24.629705681,5,2997,200049,,,Conchita Martinez,R,170,ESP,26.2587268994,7,2802,6-3 3-6 6-1,3,RR
1999-W-SL-AUS-01A-1999,Australian Open,Hard,128,G,19990118,123,200652,6,,Monica Seles,L,,USA,25.1279945243,4,3226,200414,10,,Steffi Graf,R,,GER,29.5961670089,8,2447,7-5 6-1,3,QF
1999-W-SL-GBR-01A-1999,Wimbledon,Grass,128,G,19990621,122,200128,3,,Lindsay Davenport,R,189,USA,23.0335386721,2,4968,200539,5,,Jana Novotna,R,,CZE,30.7159479808,6,3128,6-3 6-4,3,QF
1999-W-SL-GBR-01A-1999,Wimbledon,Grass,128,G,19990621,127,200128,3,,Lindsay Davenport,R,189,USA,23.0335386721,2,4968,200414,2,,Steffi Graf,R,,GER,30.0177960301,3,4090,6-4 7-5,3,F
1999-W-WT-CAN-01A-1999,Canadian Open,Hard,56,W,19990816,049,200001,1,,Martina Hingis,R,170,SUI,18.8747433265,1,5408,200017,5,,Arantxa Sanchez Vicario,R,,ESP,27.6605065024,10,2108,6-1 6-1,3,QF
1999-W-WT-USA-11A-1999,WTA Tour Championships,Carpet,16,W,19991115,008,200128,2,,Lindsay Davenport,R,189,USA,23.4360027379,2,4628,200065,,,Amelie Mauresmo,R,175,FRA,20.3641341547,10,1852,3-6 6-3 6-2,3,R16
1997-W-WT-USA-04A-1997,Amelia Island,Clay,56,W,19970407,047,200096,11,,Mary Pierce,R,178,FRA,22.2258726899,15,1552,200081,5,,Anke Huber,R,,GER,22.340862423,7,2669,7-6 6-2,3,R16
1997-W-WT-USA-12A-1997,Hilton Head,Clay,56,W,19970331,021,200077,,,Jennifer Capriati,R,170,USA,21.0047912389,33,779,200597,11,,Mary Joe Fernandez,R,,USA,25.6153319644,11,1792,6-3 4-6 7-6,3,R64
1998-W-SL-AUS-01A-1998,Australian Open,Hard,128,G,19980119,127,200001,1,,Martina Hingis,R,170,SUI,17.3032169747,1,5994,200049,8,,Conchita Martinez,R,170,ESP,25.7604380561,11,1987,6-3 6-3,3,F
1998-W-WT-CAN-01A-1998,Canadian Open,Hard,56,W,19980817,055,200652,5,,Monica Seles,L,,USA,24.7063655031,6,2443,200017,3,,Arantxa Sanchez Vicario,R,,ESP,26.6639288159,4,3285,6-3 6-2,3,F
1998-W-WT-USA-02A-1998,Indian Wells,Hard,56,W,19980305,054,200128,2,,Lindsay Davenport,R,189,USA,21.7303216975,2,4154,200414,3,,Steffi Graf,R,,GER,28.7145790554,45,563,6-4 4-6 4-2 RET,3,SF
2000-W-T1-CAN-01A-2000,Canadian Open,Hard,56,T1,20000814,053,200001,1,,Martina Hingis,R,170,SUI,19.871321013,1,5914,200049,3,,Conchita Martinez,R,170,ESP,28.3285420945,6,2684,6-3 6-2,3,SF
2000-W-T1-CAN-01A-2000,Canadian Open,Hard,56,T1,20000814,055,200001,1,,Martina Hingis,R,170,SUI,19.871321013,1,5914,200033,4,,Serena Williams,R,175,USA,18.8829568789,7,2613,0-6 6-3 3-0 RET,3,F
2000-W-T1-USA-01A-2000,Indian Wells,Hard,80,T1,20000310,076,200128,2,,Lindsay Davenport,R,189,USA,23.742642026,2,5450,200049,6,,Conchita Martinez,R,170,ESP,27.8877481177,7,1978,6-2 6-1,3,QF
2000-W-T1-USA-02A-2000,Miami,Hard,96,T1,20000320,056,200108,,,Elena Dementieva,R,180,RUS,18.4284736482,39,733,200096,3,,Mary Pierce,R,178,FRA,25.1772758385,4,2643,6-3 2-1 RET,3,R64
2000-W-OL-AUS-01A-2000,Sydney,Hard,64,O,20000919,025,200017,5,,Arantxa Sanchez Vicario,R,,ESP,28.7529089665,9,1996,201419,,IP,Na Li,R,172,CHN,18.559890486,130,226,6-1 7-5,3,R64
2000-D002,Fed Cup WG SF: USA vs BEL,Carpet,4,D,20001122,1,200652,,,Monica Seles,L,,USA,26.9678302533,4,3255,200003,,,Justine Henin,R,167,BEL,18.4722792608,48,661,7-6(1) 6-2,3,RR
2001-W-SL-AUS-01A-2001,Australian Open,Hard,128,G,20010115,121,200001,1,,Martina Hingis,R,170,SUI,20.2929500342,1,6252,200033,6,,Serena Williams,R,175,USA,19.3045859001,6,2374,6-2 3-6 8-6,3,QF
2001-W-T1-GER-01A-2001,Berlin,Clay,56,T1,20010507,053,200065,4,,Amelie Mauresmo,R,175,FRA,21.839835729,9,2015,200001,1,,Martina Hingis,R,170,SUI,20.5995893224,1,5725,2-6 6-0 6-4,3,SF
2001-W-T1-ITA-01A-2001,Rome,Clay,56,T1,20010514,053,200065,4,,Amelie Mauresmo,R,175,FRA,21.8590006845,6,2472,200001,1,,Martina Hingis,R,170,SUI,20.6187542779,1,5725,6-4 7-6(5),3,SF
1995-W-WT-ITA-01A-1995,Rome,Clay,56,W,19950508,054,200049,3,,Conchita Martinez,R,170,ESP,23.0581793292,4,207,200096,2,WC,Mary Pierce,R,178,FRA,20.3093771389,3,232,6-3 6-3,3,SF
1995-D113,Fed Cup WG1 SF: ESP vs GER,Clay,4,D,19950722,1,200049,,,Conchita Martinez,R,170,ESP,23.2498288843,3,195,200081,,,Anke Huber,R,,GER,20.6160164271,10,112,6-2 2-6 6-0,3,RR
1996-W-SL-AUS-01A-1996,Australian Open,Hard,128,G,19960115,115,200017,3,,Arantxa Sanchez Vicario,R,,ESP,24.076659822,3,228,200597,9,,Mary Joe Fernandez,R,,USA,24.4079397673,10,124,6-3 6-3,3,R16
1996-W-SL-AUS-01A-1996,Australian Open,Hard,128,G,19960115,124,200081,8,,Anke Huber,R,,GER,21.1143052704,9,129,200049,2,,Conchita Martinez,R,170,ESP,23.7481177276,2,255,4-6 6-2 6-1,3,QF
1996-W-SL-GBR-01A-1996,Wimbledon,Grass,128,G,19960624,121,200414,1,,Steffi Graf,R,,GER,27.0280629706,1,326,200539,6,,Jana Novotna,R,,CZE,27.7262149213,6,150,6-3 6-2,3,QF
1996-W-WT-USA-02A-1996,Indian Wells,Hard,56,W,19960308,055,200414,1,,Steffi Graf,R,,GER,26.7214236824,1,312,200049,2,,Conchita Martinez,R,170,ESP,23.8822724162,2,263,7-6 7-6,3,F
1996-W-WT-USA-06A-1996,Manhattan Beach,Hard,56,W,19960812,055,200128,4,,Lindsay Davenport,R,189,USA,20.1779603012,10,115,200081,2,,Anke Huber,R,,GER,21.6892539357,5,153,6-2 6-3,3,F
1991-W-SL-FRA-01A-1991,French Open,Clay,128,G,19910527,127,200652,1,,Monica Seles,L,,USA,17.4811772758,1,235,200017,5,,Arantxa Sanchez Vicario,R,,ESP,19.4387405886,6,124,6-3 6-4,3,F
1991-W-WT-USA-05A-1991,Boca Raton,Hard,56,W,19910304,041,200414,1,,Steffi Graf,R,,GER,21.7193702943,1,241,200081,14,,Anke Huber,R,,GER,16.2464065708,23,37,6-0 6-1,3,R16
1991-W-WT-USA-09A-1991,Hilton Head,Clay,56,W,19910401,054,200572,2,,Gabriela Sabatini,R,,ARG,20.8761122519,4,176,200017,3,,Arantxa Sanchez Vicario,R,,ESP,19.2854209446,7,124,4-6 6-4 6-3,3,SF
1991-W-WT-USA-06A-1991,Key Biscayne,Hard,96,W,19910315,086,200597,4,,Mary Joe Fernandez,R,,USA,19.5592060233,6,126,200360,,,Pam Shriver,R,,USA,28.6844626968,115,10,6-2 6-4,3,R16
1991-W-WT-USA-06A-1991,Key Biscayne,Hard,96,W,19910315,090,200572,3,,Gabriela Sabatini,R,,ARG,20.8186173854,4,155,200404,5,,Zina Garrison,U,,USA,27.3155373032,9,99,6-3 6-2,3,QF
1991-W-WT-USA-22A-1991,Philadelphia,Carpet,28,W,19911111,026,200077,4,,Jennifer Capriati,R,170,USA,15.6194387406,6,132,200572,2,,Gabriela Sabatini,R,,ARG,21.4893908282,3,204,6-3 6-4,3,SF
1991-W-WT-GER-04A-1991,Filderstadt,Hard,32,W,19911014,031,200081,,,Anke Huber,R,,GER,16.8596851472,21,41,200293,1,,Martina Navratilova,L,173,USA,34.9869952088,4,176,2-6 6-2 7-6,3,F
1991-D076,Fed Cup WG SF: ESP vs GER,,4,D,19910727,2,200017,,,Arantxa Sanchez Vicario,R,,ESP,19.5920602327,4,152,200081,,,Anke Huber,R,,GER,16.629705681,17,51,6-1 2-6 6-2,3,RR
1992-W-OL-ESP-01A-1992,Barcelona,Clay,64,O,19920728,063,200077,3,,Jennifer Capriati,R,170,USA,16.3285420945,6,139,200414,1,,Steffi Graf,R,,GER,23.1184120465,2,250,3-6 6-3 6-4,3,F
1994-W-SL-AUS-01A-1994,Australian Open,Hard,128,G,19940117,121,200414,1,,Steffi Graf,R,,GER,24.5941136208,1,409,200128,16,,Lindsay Davenport,R,189,USA,17.6098562628,19,74,6-3 6-2,3,QF
1994-W-SL-USA-01A-1994,US Open,Hard,128,G,19940829,125,200414,1,,Steffi Graf,R,,GER,25.2073921971,1,358,200539,7,,Jana Novotna,R,,CZE,25.9055441478,8,119,6-3 7-5,3,SF
1994-W-SL-USA-01A-1994,US Open,Hard,128,G,19940829,127,200017,2,,Arantxa Sanchez Vicario,R,,ESP,22.6967830253,2,263,200414,1,,Steffi Graf,R,,GER,25.2073921971,1,358,1-6 7-6 6-4,3,F
1994-W-WT-USA-05A-1994,Key Biscayne,Hard,96,W,19940311,083,200572,3,,Gabriela Sabatini,R,,ARG,23.8083504449,5,149,200404,10,,Zina Garrison,U,,USA,30.3052703628,16,81,6-4 6-2,3,R16
1994-W-WT-USA-11A-1994,San Diego,Hard,56,W,19940801,055,200414,1,,Steffi Graf,R,,GER,25.1307323751,1,365,200017,2,,Arantxa Sanchez Vicario,R,,ESP,22.6201232033,2,245,6-2 6-1,3,F
1995-W-SL-AUS-01A-1995,Australian Open,Hard,128,G,19950116,124,200049,2,,Conchita Martinez,R,170,ESP,22.7515400411,3,186,200128,6,,Lindsay Davenport,R,189,USA,18.6064339493,7,141,6-3 4-6 6-3,3,QF
1995-W-SL-USA-01A-1995,US Open,Hard,128,G,19950828,115,200597,14,,Mary Joe Fernandez,R,,USA,24.0246406571,13,88,200017,3,,Arantxa Sanchez Vicario,R,,ESP,23.6933607118,2,288,1-6 6-4 6-4,3,R16
1998-W-WT-USA-08A-1998,Manhattan Beach,Hard,28,W,19980810,027,200128,2,,Lindsay Davenport,R,189,USA,22.1711156742,2,4724,200001,1,,Martina Hingis,R,170,SUI,17.8590006845,1,5218,4-6 6-4 6-3,3,F
1998-W-WT-RUS-01A-1998,Kremlin Cup,Carpet,28,W,19981020,025,200096,5,,Mary Pierce,R,178,FRA,23.7590691307,11,2107,200748,1,,Venus Williams,R,185,USA,18.3381245722,5,3217,2-6 6-2 6-0,3,SF
1998-W-WT-USA-11A-1998,Philadelphia,Carpet,28,W,19981109,011,200414,,,Steffi Graf,R,,GER,29.4045174538,17,1536,200597,,WC,Mary Joe Fernandez,R,,USA,27.2251882272,54,521,6-3 7-6,3,R32
1998-W-WT-ITA-01A-1998,Rome,Clay,56,W,19980504,052,200748,9,,Venus Williams,R,185,USA,17.87816564,9,2333,200033,,,Serena Williams,R,175,USA,16.6023271732,31,792,6-4 6-2,3,QF
1998-W-WT-USA-06A-1998,Stanford,Hard,28,W,19980727,025,200128,1,,Lindsay Davenport,R,189,USA,22.1327857632,3,4409,200414,4,,Steffi Graf,R,,GER,29.1170431211,57,474,6-4 6-7 6-3,3,SF
1998-W-WT-USA-06A-1998,Stanford,Hard,28,W,19980727,026,200748,3,,Venus Williams,R,185,USA,18.1081451061,5,2949,200652,2,,Monica Seles,L,,USA,24.6488706366,6,2943,6-3 6-4,3,SF
1998-W-WT-AUS-03A-1998,Sydney,Hard,28,W,19980111,013,200748,,,Venus Williams,R,185,USA,17.5715263518,21,1173,200001,1,,Martina Hingis,R,170,SUI,17.2840520192,1,5993,3-6 6-4 7-5,3,R16
1998-D003,Fed Cup WG1 QF: CZE vs SUI,Carpet,4,D,19980418,3,200001,,,Martina Hingis,R,170,SUI,17.5331964408,1,5520,200539,,,Jana Novotna,R,,CZE,29.5277207392,3,3808,4-6 6-3 6-2,3,RR
1999-W-SL-AUS-01A-1999,Australian Open,Hard,128,G,19990118,096,200001,2,,Martina Hingis,R,170,SUI,18.2997946612,2,5565,200108,,Q,Elena Dementieva,R,180,RUS,17.2594113621,185,117,6-3 6-2,3,R64
1999-W-SL-FRA-01A-1999,French Open,Clay,128,G,19990524,081,200049,,,Conchita Martinez,R,170,ESP,27.1019849418,22,1397,200096,8,,Mary Pierce,R,178,FRA,24.3531827515,8,2563,4-6 6-3 6-3,3,R64
1999-W-SL-FRA-01A-1999,French Open,Clay,128,G,19990524,103,200597,,,Mary Joe Fernandez,R,,USA,27.7618069815,37,701,200033,10,,Serena Williams,R,175,USA,17.6563997262,10,2089,6-3 1-6 6-0,3,R32
1999-W-SL-FRA-01A-1999,French Open,Clay,128,G,19990524,116,200017,7,,Arantxa Sanchez Vicario,R,,ESP,27.4305270363,7,3074,200597,,,Mary Joe Fernandez,R,,USA,27.7618069815,37,701,W/O,3,R16
1999-W-SL-FRA-01A-1999,French Open,Clay,128,G,19990524,124,200414,6,,Steffi Graf,R,,GER,29.9411362081,6,3163,200128,2,,Lindsay Davenport,R,189,USA,22.9568788501,2,5226,6-1 6-7(5) 6-3,3,QF
1999-W-SL-USA-01A-1999,US Open,Hard,128,G,19990830,123,200033,7,,Serena Williams,R,175,USA,17.9247091034,6,2154,200652,4,,Monica Seles,L,,USA,25.7412731006,4,2978,4-6 6-3 6-2,3,QF
1999-W-WT-USA-11A-1999,WTA Tour Championships,Carpet,16,W,19991115,013,200001,1,,Martina Hingis,R,170,SUI,19.1238877481,1,6261,200748,3,,Venus Williams,R,185,USA,19.4113620808,3,4125,6-4 7-6,3,SF
1999-W-WT-ITA-01A-1999,Rome,Clay,56,W,19990503,049,200001,1,,Martina Hingis,R,170,SUI,18.5872689938,1,5530,200033,6,,Serena Williams,R,175,USA,17.5989048597,10,2080,6-2 6-2,3,QF
1997-W-WT-CAN-01A-1997,Canadian Open,Hard,56,W,19970811,054,200081,8,,Anke Huber,R,,GER,22.6858316222,8,2364,200597,10,,Mary Joe Fernandez,R,,USA,25.9794661191,13,1617,3-6 6-2 RET,3,SF
1997-W-WT-USA-07A-1997,Manhattan Beach,Hard,28,W,19970804,014,200081,6,,Anke Huber,R,,GER,22.6666666667,11,2292,200748,,WC,Venus Williams,R,185,USA,17.1307323751,59,444,7-6 6-4,3,R16
1998-W-SL-AUS-01A-1998,Australian Open,Hard,128,G,19980119,124,200128,2,,Lindsay Davenport,R,189,USA,21.6153319644,3,3611,200748,,,Venus Williams,R,185,USA,17.5906913073,16,1474,1-6 7-5 6-3,3,QF
1998-W-SL-FRA-01A-1998,French Open,Clay,128,G,19980525,127,200017,4,,Arantxa Sanchez Vicario,R,,ESP,26.4339493498,5,2716,200652,6,,Monica Seles,L,,USA,24.476386037,8,2520,7-6(5) 0-6 6-2,3,F
1998-W-SL-GBR-01A-1998,Wimbledon,Grass,128,G,19980622,121,200001,1,,Martina Hingis,R,170,SUI,17.7248459959,1,6103,200017,5,,Arantxa Sanchez Vicario,R,,ESP,26.5106091718,4,3358,6-3 3-6 6-3,3,QF
1998-W-WT-USA-05A-1998,Amelia Island,Clay,56,W,19980406,053,200096,4,,Mary Pierce,R,178,FRA,23.2224503765,6,2691,200128,1,,Lindsay Davenport,R,189,USA,21.826146475,2,4142,4-6 6-3 6-3,3,SF
1998-W-WT-USA-03A-1998,Key Biscayne,Hard,96,W,19980319,093,200748,11,,Venus Williams,R,185,USA,17.7440109514,11,1973,200001,1,,Martina Hingis,R,170,SUI,17.4565366188,1,6115,6-2 5-7 6-2,3,SF
1997-W-WT-RUS-01A-1997,Kremlin Cup,Carpet,28,W,19971027,009,200033,,,Serena Williams,R,175,USA,16.0848733744,448,23,200772,,WC,Anastasia Myskina,R,174,RUS,16.3039014374,619,11,6-0 6-4,3,Q1
2000-W-SL-AUS-01A-2000,Australian Open,Hard,128,G,20000117,121,200001,1,,Martina Hingis,R,170,SUI,19.2963723477,1,6003,200017,13,,Arantxa Sanchez Vicario,R,,ESP,28.0821355236,15,1558,6-1 6-1,3,QF
2000-W-SL-FRA-01A-2000,French Open,Clay,128,G,20000529,123,200017,8,,Arantxa Sanchez Vicario,R,,ESP,28.4462696783,9,1874,200748,4,,Venus Williams,R,185,USA,19.947980835,4,2577,6-0 1-6 6-2,3,QF
2000-W-SL-GBR-01A-2000,Wimbledon,Grass,128,G,20000626,119,200652,6,,Monica Seles,L,,USA,26.5653661875,6,2610,200017,9,,Arantxa Sanchez Vicario,R,,ESP,28.5229295003,9,1970,6-3 6-4,3,R16
2000-W-T2-GER-03A-2000,Filderstadt,Hard,28,T2,20001002,027,200001,1,,Martina Hingis,R,170,SUI,20.0054757016,1,5684,200079,,WC,Kim Clijsters,R,,BEL,17.3196440794,45,750,6-0 6-3,3,F
2000-W-T1-USA-03A-2000,Hilton Head,Clay,56,T1,20000417,053,200096,1,,Mary Pierce,R,178,FRA,25.2539356605,4,2645,200652,3,,Monica Seles,L,,USA,26.3737166324,7,2202,6-1 6-1,3,SF
2000-W-T1-ITA-01A-2000,Rome,Clay,56,T1,20000515,046,200065,12,,Amelie Mauresmo,R,175,FRA,20.8624229979,18,1383,200096,4,,Mary Pierce,R,178,FRA,25.3305954825,5,2503,6-3 6-4,3,R16
2001-W-T2-AUS-01A-2001,Sydney,Hard,28,T2,20010107,026,200128,2,,Lindsay Davenport,R,189,USA,24.5859000684,2,5021,200065,,,Amelie Mauresmo,R,175,FRA,21.5140314853,16,1426,W/O,3,SF
2001-W-T1-USA-02A-2001,Miami,Hard,96,T1,20010321,092,200108,7,,Elena Dementieva,R,180,RUS,19.4250513347,11,1845,200128,2,,Lindsay Davenport,R,189,USA,24.7775496235,2,4558,6-3 1-0 RET,3,QF
1995-W-WT-AUS-02A-1995,Sydney,Hard,28,W,19950109,013,200128,1,,Lindsay Davenport,R,189,USA,18.5872689938,7,137,200001,,WC,Martina Hingis,R,170,SUI,14.2751540041,87,18,6-1 3-6 6-3,3,R16
1995-D005,Fed Cup WG1 SF: USA vs FRA,Carpet,4,D,19950722,1,200096,,,Mary Pierce,R,178,FRA,20.501026694,4,188,200597,,,Mary Joe Fernandez,R,,USA,23.909650924,13,93,7-6(1) 6-3,3,RR
1996-W-SL-USA-01A-1996,US Open,Hard,128,G,19960826,125,200414,1,,Steffi Graf,R,,GER,27.2005475702,1,330,200001,16,,Martina Hingis,R,170,SUI,15.9041752225,16,85,7-5 6-3,3,SF
1996-W-SL-USA-01A-1996,US Open,Hard,128,G,19960826,126,200652,2,,Monica Seles,L,,USA,22.7323750856,1,358,200049,4,,Conchita Martinez,R,170,ESP,24.3613963039,3,194,6-4 6-3,3,SF
1996-W-WT-USA-05A-1996,Amelia Island,Clay,56,W,19960408,049,200096,7,,Mary Pierce,R,178,FRA,21.2292950034,14,93,200049,1,,Conchita Martinez,R,170,ESP,23.9780971937,2,241,5-7 6-3 6-2,3,QF
1996-W-WT-USA-03A-1996,Key Biscayne,Hard,96,W,19960321,090,200128,8,,Lindsay Davenport,R,189,USA,19.7754962355,12,102,200081,3,,Anke Huber,R,,GER,21.28678987,5,153,6-0 6-1,3,QF
1996-W-WT-GER-05A-1996,Filderstadt,Hard,28,W,19961007,024,200081,5,,Anke Huber,R,,GER,21.8425735797,5,167,200049,2,,Conchita Martinez,R,170,ESP,24.476386037,3,193,6-1 6-3,3,QF
1991-W-SL-AUS-01A-1991,Australian Open,Hard,128,G,19910114,121,200539,10,,Jana Novotna,R,,CZE,22.2833675565,12,92,200414,1,,Steffi Graf,R,,GER,21.5852156057,1,278,5-7 6-4 8-6,3,QF
1991-W-SL-GBR-01A-1991,Wimbledon,Grass,128,G,19910624,125,200414,1,,Steffi Graf,R,,GER,22.0260095825,2,228,200597,5,,Mary Joe Fernandez,R,,USA,19.8466803559,6,132,6-2 6-4,3,SF
1991-W-WT-USA-10A-1991,Amelia Island,Clay,56,W,19910408,054,200572,2,,Gabriela Sabatini,R,,ARG,20.8952772074,4,182,200017,3,,Arantxa Sanchez Vicario,R,,ESP,19.3045859001,5,128,6-2 2-6 6-4,3,SF
1991-W-WT-ITA-04A-1991,Milan,Carpet,28,W,19910930,021,200652,1,,Monica Seles,L,,USA,17.826146475,1,279,200377,6,,Helena Sukova,R,,CZE,26.598220397,14,59,6-3 6-4,3,QF
1991-W-WT-USA-22A-1991,Philadelphia,Carpet,28,W,19911111,021,200652,1,,Monica Seles,L,,USA,17.9411362081,1,271,200404,8,,Zina Garrison,U,,USA,27.9863107461,12,69,7-6 6-0,3,QF
1992-W-SL-FRA-01A-1992,French Open,Clay,128,G,19920525,121,200652,1,,Monica Seles,L,,USA,18.4777549624,1,274,200077,5,,Jennifer Capriati,R,170,USA,16.1560574949,6,143,6-2 6-2,3,QF
1992-W-WT-USA-01A-1992,Chicago,Carpet,28,W,19920210,025,200539,3,,Jana Novotna,R,,CZE,23.356605065,10,77,200414,1,,Steffi Graf,R,,GER,22.6584531143,2,240,0-6 6-3 7-5,3,SF
1994-W-SL-FRA-01A-1994,French Open,Clay,128,G,19940523,120,200017,2,,Arantxa Sanchez Vicario,R,,ESP,22.4284736482,2,221,200081,11,,Anke Huber,R,,GER,19.4661190965,10,105,6-3 6-2,3,R16
1994-W-SL-GBR-01A-1994,Wimbledon,Grass,128,G,19940620,127,200049,3,,Conchita Martinez,R,170,ESP,22.1765913758,3,193,200293,4,,Martina Navratilova,L,173,USA,37.6700889802,4,158,6-4 3-6 6-3,3,F
1994-W-WT-USA-04A-1994,Delray Beach,Hard,56,W,19940228,050,200377,5,,Helena Sukova,R,,CZE,29.0130047912,18,72,200572,3,,Gabriela Sabatini,R,,ARG,23.7891854894,5,147,6-4 6-4,3,QF
1994-W-WT-USA-05A-1994,Key Biscayne,Hard,96,W,19940311,090,200128,7,,Lindsay Davenport,R,189,USA,17.7440109514,13,87,200572,3,,Gabriela Sabatini,R,,ARG,23.8083504449,5,149,6-2 6-1,3,QF
1994-W-WT-GER-03A-1994,Leipzig,Carpet,32,W,19940926,030,200539,2,,Jana Novotna,R,,CZE,25.9822039699,6,140,200081,3,,Anke Huber,R,,GER,19.8110882957,18,71,1-6 6-1 7-5,3,SF
1994-W-WT-USA-16A-1994,Virginia Slims Championships,Carpet,16,W,19941114,004,200128,7,,Lindsay Davenport,R,189,USA,18.4339493498,7,124,200081,,,Anke Huber,R,,GER,19.9452429843,11,102,6-2 6-3,3,R16
1994-W-WT-AUS-03A-1994,Sydney,Hard,32,W,19940110,030,200597,3,,Mary Joe Fernandez,R,,USA,22.3956194387,7,138,200572,2,,Gabriela Sabatini,R,,ARG,23.6550308008,5,146,7-5 6-1,3,SF
1998-W-WT-CZE-01A-1998,Prague,Clay,32,W,19980706,009,200065,8,WC,Amelie Mauresmo,R,175,FRA,19.0034223135,34,738,200108,,Q,Elena Dementieva,R,180,RUS,16.7227926078,232,82,6-7 7-6 6-1,3,R32
1998-W-WT-USA-06A-1998,Stanford,Hard,28,W,19980727,027,200128,1,,Lindsay Davenport,R,189,USA,22.1327857632,3,4409,200748,3,,Venus Williams,R,185,USA,18.1081451061,5,2949,6-4 5-7 6-4,3,F
1999-W-SL-AUS-01A-1999,Australian Open,Hard,128,G,19990118,107,200414,10,,Steffi Graf,R,,GER,29.5961670089,8,2447,200597,,,Mary Joe Fernandez,R,,USA,27.4168377823,68,400,4-6 6-3 6-4,3,R32
1999-W-SL-GBR-01A-1999,Wimbledon,Grass,128,G,19990621,036,200077,,,Jennifer Capriati,R,170,USA,23.227926078,44,633,200081,,,Anke Huber,R,,GER,24.5448323066,30,925,5-7 6-3 9-7,3,R128
1999-W-SL-USA-01A-1999,US Open,Hard,128,G,19990830,127,200033,7,,Serena Williams,R,175,USA,17.9247091034,6,2154,200001,1,,Martina Hingis,R,170,SUI,18.9130732375,1,5654,6-3 7-6,3,F
1999-W-WT-GER-01A-1999,Hanover,Carpet,28,W,19990215,027,200539,1,,Jana Novotna,R,,CZE,30.3709787817,3,3850,200748,2,,Venus Williams,R,185,USA,18.6639288159,6,3014,6-4 6-4,3,F
1999-W-WT-USA-03A-1999,Key Biscayne,Hard,96,W,19990318,085,200748,6,,Venus Williams,R,185,USA,18.7405886379,6,2987,200081,27,,Anke Huber,R,,GER,24.2765229295,29,871,6-3 5-7 7-6,3,R16
1999-W-WT-ITA-01A-1999,Rome,Clay,56,W,19990503,054,200096,4,,Mary Pierce,R,178,FRA,24.295687885,8,2326,200065,10,,Amelie Mauresmo,R,175,FRA,19.8275154004,16,1848,6-7 6-2 6-4,3,SF
1999-W-WT-ITA-01A-1999,Rome,Clay,56,W,19990503,055,200748,3,,Venus Williams,R,185,USA,18.8747433265,5,3326,200096,4,,Mary Pierce,R,178,FRA,24.295687885,8,2326,6-4 6-2,3,F
1999-W-WT-USA-07A-1999,San Diego,Hard,28,W,19990802,021,200128,1,,Lindsay Davenport,R,189,USA,23.1485284052,1,5582,200081,,Q,Anke Huber,R,,GER,24.6598220397,29,955,7-5 7-5,3,QF
1999-W-WT-JPN-01A-1999,Tokyo,Carpet,28,W,19990202,026,200001,2,,Martina Hingis,R,170,SUI,18.3381245722,2,5547,200539,3,,Jana Novotna,R,,CZE,30.3326488706,3,3823,6-3 6-4,3,SF
1997-W-SL-GBR-01A-1997,Wimbledon,Grass,128,G,19970623,127,200001,1,,Martina Hingis,R,170,SUI,16.7282683094,1,5169,200539,3,,Jana Novotna,R,,CZE,28.7227926078,3,3181,2-6 6-3 6-3,3,F
1997-W-SL-USA-01A-1997,US Open,Hard,128,G,19970825,120,200652,2,,Monica Seles,L,,USA,23.7289527721,2,3778,200096,9,,Mary Pierce,R,178,FRA,22.6091718001,10,2346,1-6 6-2 6-2,3,R16
